"Content","Location","Image_URL","Post_date","Likes","IsVideo","Views"
"Upgrade your look with #Fructis Natural Look liquid Cream.✔️Low hold✔️Matte finish-#upgradeyourstyle #men #menshair #mengrooming #weekendvibes",,"https://scontent-iad3-1.cdninstagram.com/vp/3946cc0544d81b9394769fbc15133ffa/5E463904/t51.2885-15/fr/e15/s1080x1080/64857614_2332635600317298_3607416546988549696_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106","Jun 28, 2019","275","False",
"We love incorporating #charcoal in our skincare during #summer to deeply clean pores and purify skin. You can find this powerful ingredient in our Black Peel Off Mask and Ultra Clean 3-in-1! Have you tried them yet?- #skincare #healthyskin #facemask #charcoalmask #charcoalfacemask #cleanser #oilyskin",,"https://scontent-iad3-1.cdninstagram.com/vp/14f9e29071237ca0d425e69176d8d685/5E48A161/t51.2885-15/fr/e15/s1080x1080/65574134_2357248761221060_3939483340941765581_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108","Jun 28, 2019","1,339","False",
"Spotted: @saffrononrose rocking Olia 4.0 Dark Brown in the South of France 😍. Drop a 🌻 if you are an #Olia gal!-#oliaobsessed #haircolor #color #healthyhair #hairgoals #instahair #oils #hairstyle #brunette",,"https://scontent-iad3-1.cdninstagram.com/vp/723cef5fa1d6cea7dcd838061d316773/5E56E0F8/t51.2885-15/fr/e15/s1080x1080/64884703_2214117922034749_5063181185715949927_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101","Jun 27, 2019","341","False",
"There’s nothing better than the smell of #WholeBlends Oat Delicacy in our hair 😍 Is this your blend? Blended Makes Us Better.-#ourblend #blendedmakesusbetter #blendedingredients #oat #oatmilk #haircare #hair #instaair #healthyhair #hairgoals",,"https://scontent-iad3-1.cdninstagram.com/vp/9d431cf6e82268662246137a74e40475/5E48EF78/t51.2885-15/fr/e15/p1080x1080/64264791_2317668964989374_9041005983063346223_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102","Jun 27, 2019","1,096","False",
"Too much skincare, said no one ever! Drop a 💚 if your vanity looks like this!-#skincare #skin #moisturizer #skincaregoals #healthyskin #micellar #Micellarwater #rosemist #rosewater #glowup",,"https://scontent-iad3-1.cdninstagram.com/vp/19d4aede53ad5306621567f5b08078dd/5E401A6F/t51.2885-15/fr/e15/s1080x1080/62574653_138600867240301_74144128833511159_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101","Jun 26, 2019","3,452","False",
"Got grays? We've got you covered with Express Retouch! Shake, dab, and apply! Add it to your @cvspharmacy shopping cart next time you are out shopping 🛒-#haircolor #color #expressretouch #roottouchup #rootcoverage",,"https://scontent-iad3-1.cdninstagram.com/vp/646654df0385817cfe7069df38b55c6e/5E499927/t51.2885-15/fr/e15/s1080x1080/65125630_145194816561880_1482984000236788955_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104","Jun 26, 2019","626","False",
"What do we say to #frizz? Not today 🙅🏼‍♀️ Our #Fructis styling series is here to keep your hair free of frizz for up to 24h. Do you spot your favorite?-#haircare #hair #hairstyle #frizz #healthyhair #instahair #Fructis",,"https://scontent-iad3-1.cdninstagram.com/vp/5f7cddf4a6d084e5f1edd8ea8330f7ca/5E504178/t51.2885-15/fr/e15/s1080x1080/62396437_1352005838272192_296402020705659181_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104","Jun 25, 2019","1,294","False",
"Do you like low or medium hold? Matte or shiny finish? No matter your style, we have a #Fructis Liquid Styler for you!1️⃣Matte + Messy Liquid Hair Putty2️⃣Shine + Hold  Liquid Hair Pomade3️⃣Natural Look Liquid Hair Cream-#upgradeyourstyle #men #menshair #mengrooming",,"https://scontent-iad3-1.cdninstagram.com/vp/d3b024169b474fac7987a4e6d85fa0c6/5E529EF6/t51.2885-15/fr/e15/s1080x1080/64591010_2285204495073171_6988331017736308776_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103","Jun 25, 2019","586","False",
"Looking at life through rose-colored glasses in Olia 7.20 Dark Rose Quartz. Drop a 🌹 if you would try @Kamilabravo #pink hair!-#haircolor #color #pinkhair #olia #oils #hairstyle #pinkhaircolor #pink #oliaobsessed #lavieenrose",,"https://scontent-iad3-1.cdninstagram.com/vp/5ea55facf114e01ad0ab1f9a8f570dca/5E528525/t51.2885-15/fr/e15/s1080x1080/64755880_476328989844592_8260183995523679834_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104","Jun 24, 2019","636","False",
"Summer Essentials➡️Moisture Bomb Sheet Masks deeply hydrate skin and replenish moisture. Which one is your fave?💖Glow Boosting💚Mattifying💜Anti-Fatigue-#skincare #skin #sheetmask #facemask #sakura #lavender #aloe #greentea #summer #skingoals",,"https://scontent-iad3-1.cdninstagram.com/vp/33db31e9b01f9676b024aab39e1ec9b9/5E5E4E0C/t51.2885-15/fr/e15/s1080x1080/64242568_2223298257983077_4095638822317675808_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101","Jun 24, 2019","2,004","False",
"Did you know: #Fructis Pure Clean is 94% biodegradable, silicone-free, and it's a vegan formula!? Drop a 💚 if this is your go-to!-#healthyhair #haircare #hair #empties #recycle #aloe #garniergreen",,"https://scontent-iad3-1.cdninstagram.com/vp/e42256e9e6d3c68fe2e9d15e7ecb82f1/5E4DB5D4/t51.2885-15/fr/e15/s1080x1080/65088074_333199247615173_1112912589278786103_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101","Jun 23, 2019","1,057","False",
"#FACT: Micellar Cleansing Water is the key to our fresh looking skin during the hot summer months. Is this part of your routine?-#micellarwater #Micellar #cleanser #healthyskin #skincare #beauty #makeup",,"https://scontent-iad3-1.cdninstagram.com/vp/497cf71b00710b5def3b84ed56a24388/5E535BA6/t51.2885-15/fr/e15/s1080x1080/65394416_305124830369250_4619246147507441213_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106","Jun 23, 2019","1,452","False",
"Summer lovin'💜 Crushing hard on #Fructis Curl Treats 😍. Tag your curly haired bestie 👯‍♀️-#curls #curlfriends #curlyhair #haircare #hair #instahair #healthyhair #hairgoals",,"https://scontent-iad3-1.cdninstagram.com/vp/3ab84e5660fd880d97e7bbf588e47fdb/5E48D10F/t51.2885-15/fr/e15/s1080x1080/61883581_2353001838072333_4032035168417191261_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109","Jun 22, 2019","1,373","False",
"Hey #GarnierGirls! Remember to keep your skin hydrated this summer! We love Moisture Bomb gel moisturizer because it absorbs fast and it doesn’t leave behind greasy residue.-#moisturizer #cleanser #healthyskin #skincare #beauty",,"https://scontent-iad3-1.cdninstagram.com/vp/0fae83ceaa5f0e9bbd4ad520a43306dc/5E3EA023/t51.2885-15/fr/e15/s1080x1080/64629607_677427489374323_3806665864143373543_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107","Jun 22, 2019","1,201","False",
"Hot tip for the perfect blowout this #summer:  #Fructis Sleek Shot in-shower styler cuts your sleeking time in half AND gives you the smoothest blowout - no flat iron needed! -#haircare #hair #sleekandshine #sleekittobelieveit #sleekshot #hairserum #healthyhair #instahair #shampoo #blowout #blowdry",,"https://scontent-iad3-1.cdninstagram.com/vp/64daa3fa63f7eff17aa89f89504eae2c/5E451757/t51.2885-15/fr/e15/s1080x1080/62119693_2130071013956899_9132749504816788349_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107","Jun 21, 2019","560","False",
"Suns out, Mists out 💧We’ll have this trio on rotation all #summer long. Comment ☀️ if you are excited for the #FirstDayofSummer!-#skincare #skin #rosewater #rosemist #facialmist #greenteamist #aloemist #aloe #greentea",,"https://scontent-iad3-1.cdninstagram.com/vp/ae928a6e7eeeac0c57a6ace7754596af/5E5BF8DF/t51.2885-15/fr/e15/s1080x1080/64875208_2126089501022808_6298602646940343661_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100","Jun 21, 2019","2,714","False",
"Bzzz If you have damaged hair, we recommend incorporating #WholeBlends Honey Treasures Hair Mask to strengthen hair and prevent split ends. Drop a 🐝 if you love this mask! Blended makes us better-#ourblend #blendedmakesusbetter #blendedingredients #honey #haircare #hair #instaair #healthyhair #hairgoals #spring",,"https://scontent-iad3-1.cdninstagram.com/vp/1bd4004efc9c83b81cca79cd33374721/5E59FDC7/t51.2885-15/fr/e15/s1080x1080/64946511_308984220005404_3053768843305364279_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104","Jun 20, 2019","868","False",
"Is #WholeBlends Coconut Oil and Cocoa Butter your blend? Click the link in bio to take our quiz and comment with your results.-✨Bonus✨ take the quiz and you’ll be entered for a chance to win a family trip to Orlando, FL!-#ourblend #blendedmakesusbetter #blendedingredients #coconut #coconutoil #haircare #hair #instaair #healthyhair #hairgoals #conditioner #sweepstakes #giveaway",,"https://scontent-iad3-1.cdninstagram.com/vp/80526f987df9b674e76019b71866df35/5E5DAEB8/t51.2885-15/e35/p1080x1080/61403298_336094733728378_8394820438537207471_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110","Jun 20, 2019","1,115","False",
"Midweek #skin detox with our Black Peel-off mask with #charcoal.✔️Apply a thick layer✔️Wait 20min✔️Peel off✔️Voila! Healthy-looking skin-#skincare #charcoalmask #skincareroutine #facemask #skincaregoals",,"https://scontent-iad3-1.cdninstagram.com/vp/47d7f1575f1000ce47d5531ea3bf1e94/5E3F90D3/t51.2885-15/fr/e15/s1080x1080/64231071_3032981250075923_511242402911927358_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111","Jun 19, 2019","1,278","False",
"Spritz Spritz! We can’t get enough of #WholeBlends Oat Delicacy detangler to untie stubborn knots and soften hair-- perfect for all your #summer time fun☀️ Blended Makes Us Better.-#ourblend #blendedmakesusbetter #blendedingredients #oat #oatmilk #haircare #hair #instaair #healthyhair #hairgoals",,"https://scontent-iad3-1.cdninstagram.com/vp/09c7d9cfe0889d7711a43f5d2aa2e09b/5E5466D9/t51.2885-15/fr/e15/s1080x1080/64434662_425642871321602_2696649461691905408_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102","Jun 19, 2019","1,016","False",
"Thinking of going blonde? Let us make it easy for you ➡️ Save $2  on one #Nutrisse product @Walmart. Click link in bio to redeem.-Get the look with Nutrisse PL2-#blonde #blondes #blondehair #brassyhair #haircolor #coupon",,"https://scontent-iad3-1.cdninstagram.com/vp/c86d4bf700aff4762bb9b5fbb3ab2082/5E45687D/t51.2885-15/e35/s1080x1080/62231152_3085791861445839_2916905306553058472_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103","Jun 18, 2019","382","False",
"Easy skincare routine for #oily skin:1️⃣Deep Pore Face Wash2️⃣Green Tea Mist3️⃣3-in-1 Face Moisturizer-#skincare #skin #greentea #healthyskin #skingoals #facemist #greenteamist",,"https://scontent-iad3-1.cdninstagram.com/vp/8093be2ae906dfef0e606048973fd23b/5E48AF46/t51.2885-15/fr/e15/s1080x1080/62354948_2361963560559111_3407378756753089442_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103","Jun 18, 2019","2,463","False",
"What a good hair day looks like 😍. @MsStephwillis shiny jet black locks are Olia 2.11 Platinum Black. Drop a 🖤 if you are #OliaObsessed. Available @TargetStyle-#haircolor #color #healthyhair #hairgoals #instahair #oils #hairstyle #hairwaves #blackhair #goodhairday",,"https://scontent-iad3-1.cdninstagram.com/vp/027a7ef5d33f04d5e856a3a17a5df3bb/5E62523B/t51.2885-15/fr/e15/p1080x1080/61924292_416104609236374_2109518128531614642_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102","Jun 17, 2019","509","False",
"Our #Fructis Curl Treats are made with only the good stuff to make your curls look good and feel good!✔️98% naturally-derived✔️80% biodegradable formula✔️NO sulfates, silicones, parabens, artificial colorants and mineral oil-#curls #curlfriends #curlyhair #haircare #hair #instahair #healthyhair #hairgoals #garniergreen #recycle #sustainability #empties",,"https://scontent-iad3-1.cdninstagram.com/vp/648659ba90870ee58e27bd9a175275f7/5E50C30D/t51.2885-15/fr/e15/s1080x1080/64818649_2420776731532082_1366761123731590801_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102","Jun 17, 2019","943","False",
"#Fructis Curl Nourish is a #curlygirl favorite for so many reasons:✔️Sulfate-free✔️Nourishes and softens✔️Tames frizz-#haircare #hair #curls #curlfriends #curlyhair #curls #curlyhairstyles #healthyhair #instahair #shampoo",,"https://scontent-iad3-1.cdninstagram.com/vp/060b19c6473bc8432c49ef96f861953f/5E45EB5A/t51.2885-15/fr/e15/p1080x1080/61760257_2229246437122682_2437576674214582571_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102","Jun 16, 2019","1,485","False",
"Dear Dads,We see you. We appreciate you. And we wish you a Happy #FathersDay and a great hair day today and every day 👊🏼💥-#upgradeyourstyle #men #menshair #mens #shampoo #conditioner #mengrooming #fresh #dad #giftguide #giftideas",,"https://scontent-iad3-1.cdninstagram.com/vp/5692fa56c6300e658d59adf6ebf05521/5E484143/t51.2885-15/fr/e15/s1080x1080/61768856_604535683402366_300218212317726873_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110","Jun 16, 2019","482","False",
"We have the ultimate frizz-fighting trio for smooth, shiny, and frizz-free hair:1️⃣Anti-Humidity Smoothing Milk2️⃣Smooth Blow Dry3️⃣Flat Iron Perfector-Which one is your fave?-#haircare #hair #hairstyle #frizz #healthyhair #instahair #Fructis",,"https://scontent-iad3-1.cdninstagram.com/vp/9db24ad78fe56347e188e8641fb112a7/5E5BC245/t51.2885-15/fr/e15/s1080x1080/64654808_2086907804936545_7477731177583799620_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101","Jun 15, 2019","1,305","False",
"#PowerCouple: #Fructis Sleek & Shine Shampoo + Sleek Shot for the ultimate sleek hair. Comment 💚 if you are adding this duo to your cart!-#haircare #hair #sleekandshine #sleekittobelieveit #sleekshot #hairserum #healthyhair #instahair #shampoo",,"https://scontent-iad3-1.cdninstagram.com/vp/44e2e2019b20c172571bcd7af219f2af/5E4672B7/t51.2885-15/fr/e15/s1080x1080/64521437_622685671584404_1871546787615397009_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108","Jun 15, 2019","1,844","False",
"Our new #Fructis Liquid Stylers make the perfect gift for #dad! If he is into an effortless look upgrade his hair game with #Fructis Natural Look liquid cream.✔️Under $6✔️Medium hold✔️Matte finish-#upgradeyourstyle #men #menshair #mens #mengrooming #fathersday #dad #giftguide #giftideas",,"https://scontent-iad3-1.cdninstagram.com/vp/fceea475ff7c438c19e47faba1e03a8c/5E5665DF/t51.2885-15/fr/e15/s1080x1080/62385965_2312092145672555_17456929584315034_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111","Jun 14, 2019","432","False",
"It’s all about glowing skin with this duo✨ Tag your #skincare obsessed friends 👇🏼-#skincare #skin #glowup #glowing #healthyskin #apricot",,"https://scontent-iad3-1.cdninstagram.com/vp/7f46866581e62a8a658eda7ad2dac929/5E4CA500/t51.2885-15/fr/e15/s1080x1080/62040306_492834661583013_8424592546468806133_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109","Jun 14, 2019","1,921","False",
"Did you know: #Olia is infused with natural flower oils including sunflowers?! The result?🌻Healthier hair✨Shinnier colorAre you #OliaObsessed?-#haircolor #color #healthyhair #hairgoals #instahair #oils #hairstyle #hairwaves #hairdye",,"https://scontent-iad3-1.cdninstagram.com/vp/4f22c33dfe2d1f2f257027f577e49b49/5E517EE0/t51.2885-15/fr/e15/p1080x1080/61893963_351981245383845_848693169029849164_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109","Jun 13, 2019","416","False",
"The cure to fragile hair is #WholeBlends Ginger Recovery. It's blended with honey and ginger extract to strengthen and provide 2x breakage protection. Blended Makes Us Better-Is this your blend? Click link in bio to take our quiz and find out now!-#ourblend #blendedmakesusbetter #blendedingredients #honey #ginger #haircare #hair #instahair #healthyhair #hairgoals #shampoo #conditioner #treatment",,"https://scontent-iad3-1.cdninstagram.com/vp/b1a8327d015abc2355e7febbeedae654/5E4B26CD/t51.2885-15/e35/s1080x1080/64658793_485287722210196_3857857393554779688_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104","Jun 13, 2019","973","False",
"Post-shower essential: #WholeBlends Smoothing with coconut oil and cocoa butter extracts leave-in treatment to tame frizz and flyaways. Do you use leave-in treatments? Blended makes us better. -#ourblend #blendedmakesusbetter #blendedingredients #coconut #coconutoil #haircare #hair #instaair #healthyhair #hairgoals #shampoo",,"https://scontent-iad3-1.cdninstagram.com/vp/9957e56b7e32a377649cd7a8080ab9dc/5E6033D0/t51.2885-15/fr/e15/s1080x1080/61441917_145324839860926_3714072111777645519_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110","Jun 12, 2019","1,291","False",
"Who else keeps an Express Retouch in their bag in case of a gray hair emergency 🙋🏽‍♀️? Available @Walgreens.-#haircolor #color #expressretouch #roottouchup #rootcoverage",,"https://scontent-iad3-1.cdninstagram.com/vp/ecbbd4fa31791edc0163c31ffd040a62/5E643FC2/t51.2885-15/fr/e15/p1080x1080/62271110_434857617064752_2532056692518647764_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100","Jun 12, 2019","492","False",
"Pretty in pink 💖Micellar Cleansing Water with the pink cap is our go-to cleanser to refresh skin and remove impurities and oil.✔️Sensitive skin approved✔️No sulfates✔️No parabens-#skincare #micellarwater #micellar #beauty #makeup #cleanser",,"https://scontent-iad3-1.cdninstagram.com/vp/571908313beecf60ef7560cc110ff84a/5E4B4BDE/t51.2885-15/fr/e15/s1080x1080/61114382_338041176887924_4300430401114261320_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108","Jun 11, 2019","1,442","False",
"Want to try our NEW Nourishing Anti-Brass Treatment? We got you girl🙌🏼Save $4 on two #Nutrisse products @walmart. Click the link in bio to redeem-#blonde #blondes #blondehair #brassyhair #haircolor #coupon",,"https://scontent-iad3-1.cdninstagram.com/vp/ac42dbd662953d4795c78d6a6fba5a5c/5E520B8D/t51.2885-15/e35/s1080x1080/62578533_448493389263544_4572660161234339812_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104","Jun 11, 2019","660","False",
"Stop, Drop, and Mist 💧Have you used your Soothing Rose Water Mist today?-#skincare #skin #rosewater #rosemist #facialmist",,"https://scontent-iad3-1.cdninstagram.com/vp/f5a09489036ff1a2a320597ac6efbfc5/5E464B8D/t51.2885-15/e35/s1080x1080/61638803_680934282357967_5811306495994423248_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107","Jun 10, 2019","1,883","False",
"Looking for your perfect Whole Blends? You can now find your #summer blend with our NEW quiz! Link in bio to give it a try— make sure to share your results below 👇🏼-Ps: you'll also be entered to WIN a trip to Orlando, FL for you and your family-#ourblend #blendedmakesusbetter #vanilla #blendedingredients #coconutwater #haircare #hair #instaair #healthyhair #hairgoals #spring #giveaway #sweepstakes",,"https://scontent-iad3-1.cdninstagram.com/vp/ea80964602d84d98752f00e1b78f4ee3/5E59ACBB/t51.2885-15/e35/s1080x1080/61693447_176107450053044_6597525344952962328_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108","Jun 10, 2019","1,476","False",
"Drop a 💙 if you are using Micellar Water Waterproof tonight!-#micellarwater #Micellar #cleanser #healthyskin #skincare #beauty #makeup",,"https://scontent-iad3-1.cdninstagram.com/vp/c772436155254e4086b4c3834c1038ed/5E62B9B1/t51.2885-15/fr/e15/s1080x1080/61955055_449441415619233_9097745994851081997_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109","Jun 9, 2019","2,137","False",
"Get yourself a moisturizer that hydrates AND has SPF. Comment 💙 if Moisture Bomb SPF 30 is your go-to moisturizer.-#skin #skincare #moisturizer #healthyskin #skingoals #doubleduty #SPF",,"https://scontent-iad3-1.cdninstagram.com/vp/8ebe3dd23233f6b14b791490feba1abb/5E5D7ABA/t51.2885-15/fr/e15/s1080x1080/60869067_140540460425684_2673904451202854534_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108","Jun 8, 2019","1,226","False",
"Hey girls! Tag the #garnierguy in your life to let them know that #Fructis Liquid Stylers are here. We recommend Natural Look Liquid Cream for a more natural and relaxed look with medium hold. Available @cvspharmacy-#upgradeyourstyle #men #menshair #mens #mengrooming",,"https://scontent-iad3-1.cdninstagram.com/vp/6f55ddb35f8059ef1ffd8fbe2a0f1b41/5DC42B56/t50.2886-16/64268527_2351122931837614_2609396192969464627_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110","Jun 8, 2019",,"True","1,873"
"Here's a tip: add this trio to your styling routine for frizz control and great smelling hair 😍 Which one do you have in your vanity?-#Fructis #haircare #hair #instahair #hairgoals #shampoo #blowoutstyles #blowdrystyle",,"https://scontent-iad3-1.cdninstagram.com/vp/18e7018b18cd33457a05df29e1022933/5E3EDBFB/t51.2885-15/fr/e15/p1080x1080/61905418_2474612592766647_9192188942184267521_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103","Jun 7, 2019","1,803","False",
"Love at first try 😍. Which one is your fave?1️⃣Smoothie- for soft and defined waves2️⃣Jelly-for shaping open waves to curl 3️⃣Butter - for intense moisture on coarse hair〰️for up to 24h frizz control-#curls #curlfriends #curlyhair #haircare #hair #instahair #healthyhair #hairgoals",,"https://scontent-iad3-1.cdninstagram.com/vp/e973bbbce931cf066582da61b1f10fcf/5E411DE0/t51.2885-15/fr/e15/s1080x1080/61150310_1041355776053434_6455497939585628976_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110","Jun 7, 2019","1,935","False",
"Do you notice something different on your fave #Fructis Curl Nourish?! Here’s a clue:🧡➡️💚 Be on the look out for the NEW light green bottle — same formula you know and love! Get yours now @Walmart.-#curls #curly #curlfriends #curlyharcare #hair #instahair #hairinspo #Fructis",,"https://scontent-iad3-1.cdninstagram.com/vp/a7ba2ba21f7768657a4630b8bafb2ab6/5E57DDB0/t51.2885-15/fr/e15/s1080x1080/62248698_1693763357598093_805030675180379949_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109","Jun 6, 2019","1,613","False",
"GIVEAWAY‼️ Is #WholeBlends Legendary Olive your blend? Click the link in bio to find your #summer blend and enter for a chance to win a trip to Orlando, FL with your family. Comment with your results 👇🏼-#ourblend #blendedmakesusbetter #blendedingredients #olive #haircare #hair #instaair #healthyhair #hairgoals #shampoo #giveaway #sweepstakes",,"https://scontent-iad3-1.cdninstagram.com/vp/3f3f796162075368bbf85a1e086dc70f/5E4F19BE/t51.2885-15/e35/s1080x1080/61894953_439542013288773_8187850268694097317_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109","Jun 6, 2019","1,404","False",
"Summer is coming and so is frizz! Keep #Fructis Sleek Shot in-shower styler at hand for easier blowouts and long lasting smooth hair. What’s your favorite thing about Sleek Shot?-#Fructis #haircare #hair #instahair #hairgoals #shampoo #sleekittobelieveit #sleekshot #blowoutstyles #blowdrystyle",,"https://scontent-iad3-1.cdninstagram.com/vp/d69bccd2a738eed23d7eeff670643dd4/5DC55678/t50.2886-16/61975182_303418673926857_8870331952634521284_n.mp4?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109","Jun 5, 2019",,"True","6,510"
"All eyes on @voguishdiet burgundy reflects 👀 Gaby wears #Olia Bold 5.12 Medium Royal Amethyst. Drop a 💜 if you love this shade! Available @Targetstyle-#oliaobsessed #haircolor #color #healthyhair #hairgoals #instahair #oils #hairstyle#hairwaves",,"https://scontent-iad3-1.cdninstagram.com/vp/69e28a84a5f1775270ab16b494500f57/5E473EBA/t51.2885-15/fr/e15/s1080x1080/60747991_348461455861201_7263668070121780469_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101","Jun 5, 2019","748","False",
"Talk about a glowing review: “Getting my glow on with the 2-In-1 Facial Mask & Scrub is simply divine! I love that it’s a multitasker (obvi) but it also smells amazing and is super gentle too! Pro Tip: You can also mix a little of the Illuminating Moisturizer in with your foundation for an extra glowy look 😍” 📸: @curvestocontour-We love hearing from you! Tag @garnierusa and share the love for a chance to be featured.-#skincare #skin #glowup #glowing #healthyskin #apricot",,"https://scontent-iad3-1.cdninstagram.com/vp/19a3174e1a1c9169a11b11606142f2e0/5E42E595/t51.2885-15/e15/61033819_313972919505180_5765544871351528096_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100","Jun 4, 2019","2,117","False",
"The future is so sweet and free of split ends with #WholeBlends Honey Treasures! Blended with honey, royal jelly, and propolis to strengthen and repair your hair. Comment 🐝 if you are a BEEliever! Blended makes us better.-#ourblend #blendedmakesusbetter #blendedingredients #honey #haircare #hair #instaair #healthyhair #hairgoals #spring #shampoo #conditioner",,"https://scontent-iad3-1.cdninstagram.com/vp/828e4fffb093469eb1e6be9f46120ffd/5E47B4B6/t51.2885-15/fr/e15/p1080x1080/61284556_905186476498956_8484594360893374630_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100","Jun 4, 2019","1,334","False",
"Squad goals 🌈Do you spot yours?#fructis #sleekandshine #shampoo #hair #instahair #hairgoals #healthyhair #hairgoals",,"https://scontent-iad3-1.cdninstagram.com/vp/51167f064b29673f2cb98e3672668df6/5E427349/t51.2885-15/fr/e15/s1080x1080/60542544_654639778311107_1359208691579794835_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111","Jun 3, 2019","3,126","False",
"Are you obsessed with Express Retouch yet? This small but mighty root concealer is perfect for on-the-go coverage. Add it to your shopping cart 🛒 next time you visit your @TargetStyle store.-#haircolor #color #expressretouch #roottouchup #rootcoverage",,"https://scontent-iad3-1.cdninstagram.com/vp/454323c930936400b9529afa55325e6f/5E4FADFB/t51.2885-15/fr/e15/s1080x1080/60775868_1282619028561133_607917267512335180_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101","Jun 3, 2019","535","False",
"Sundays are for #TLC with Ultra Clean 3-in-1 with charcoal. What's your favorite way to use it?1️⃣Face Wash2️⃣Scrub3️⃣Face Mask-#skincare #skin #facemask #cleanser #scrub #charcoal #charcoalmask #weekendvibes",,"https://scontent-iad3-1.cdninstagram.com/vp/188099c39043aec4bbd1eb9d73ad5b46/5E4F6B44/t51.2885-15/fr/e15/s1080x1080/61712704_2340674906258885_4813946235683913418_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105","Jun 2, 2019","1,532","False",
