"Category","Keyword","Web_Page_URL","Tweet_Website","Author_Name","Author_Web_Page_URL","Tweet_Timestamp","Tweet_Content","Tweet_Image_URL","Tweet_Video_URL","Tweet_Number_of_Likes","Tweet_Number_of_Retweets","Tweet_Number_of_Reviews","Commenter_Name","Commenter_Web_Page_URL","Comment_Timestamp","Comment","Comment_Number_of_Replies","Comment_Number_of_Retweets","Comment_Number_of_Likes","User_Name","User_Web_Page_URL","User_Timestamp","User_Content","User_Number_of_Replies","User_Number_of_Retweets","User_Number_of_Likes"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/SamBhatt17/status/1191704401762668544","Sam Bhatt 2.0 🇮🇳","https://twitter.com/SamBhatt17","1572959444","Mr Ghafoor you are in a #FantasyLand. By the time you wake up u will definitely need some hair dye. https://twitter.com/peaceforchange/status/1191665606342455296 …",,,,,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/mullethomo/status/1191698328356044801","god's little bastard","https://twitter.com/mullethomo","1572957996","hair dye companies be like our customers have tiny little women hands uwu just the smallest little frail things uwu 0.5cm fingewr uwu tiny babby gloves uwu",,,,,"1","god's little bastard","https://twitter.com/mullethomo","1572958029","MY HEFTY MEAT SACKS RIP THROUGH YOUR TINY SHITTY GLOVES EVERY TIME AND IM SICK OF IT","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/_shutupdaisy/status/1191696948081909762","spooky daisy  🌼 🎃","https://twitter.com/_shutupdaisy","1572957667","Hair dye suggestions please. pic.twitter.com/KcBCGAlyZk","https://pbs.twimg.com/media/EInCDjbXYAAAFjV.jpg",,,,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/loveejoonie/status/1191691889084289026","dy 🥀","https://twitter.com/loveejoonie","1572956461","i talked about how i’m looking for dark blue hair dye and this bitch really,,, pic.twitter.com/KUuDZpP9wL","https://pbs.twimg.com/media/EIm9cu5UwAAlK9Z.jpg",,,,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/Chickimmm/status/1191690956728422400","Anxious binch","https://twitter.com/Chickimmm","1572956239","My birthday week, amma spoil myself to a new piercing and maybe a temporary hair dye. Wanna switch it up ya know?",,,"1",,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/MeganMarieBanda/status/1191686806095507456","Megan Marie Banda","https://twitter.com/MeganMarieBanda","1572955249","I was getting color prep to remove my hair dye and I find this! Haha! pic.twitter.com/fnklvJk3ZV","https://pbs.twimg.com/media/EIm41LmXkAIZjwO.jpg",,,,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/aktualnosci24/status/1191682180596023296","Aktualności 24","https://twitter.com/aktualnosci24","1572954146","Tricks to Making At-Home Hair Dye Look Professional http://www.aktualnosci24.com/wideo/obejrzec/tricks-to-making-at-home-hair-dye-look-professional/885375-aktualnosci24 …pic.twitter.com/HnL7wv1cY1","https://pbs.twimg.com/media/EIm0oJ0XYAAP3YE.jpg",,,,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/dst_robin/status/1191681664122011649","RobinStewartDST","https://twitter.com/dst_robin","1572954023","Orange hair dye and clown make-up...",,,,,"1","RobinStewartDST","https://twitter.com/dst_robin","1572954201","Next job will be with @RinglingBros!!","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/thatgirldorian/status/1191678242404667392","Debbie","https://twitter.com/thatgirldorian","1572953207","Where can I get maroon hair dye for natural hair?Point me to a Twitter account or website, please.",,,"1","1",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/souljaboybebop/status/1191677952586665984","millie bobby shmurda","https://twitter.com/souljaboybebop","1572953138","hayley williams did not influence a whole generation of girls to dye their hair orange using manic panic for her own hair dye line to cost $20 a product https://twitter.com/brickredroorn/status/1191147080972193793 …",,,"5",,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/ZahraTheRaichu/status/1191658628312391680","¢αℓℓ мє zαняα","https://twitter.com/ZahraTheRaichu","1572948531","My life has gotten to the point where I'm gonna go buy myself hair dye",,,"1",,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/SwitcherAndy/status/1191655765792231424","Andy Switcher","https://twitter.com/SwitcherAndy","1572947849","but enough money for hair dye?",,,,,"2","Golf Ninja","https://twitter.com/Golf_Ninja","1572947974","One for your followers that one mate. Classic.","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/SwitcherAndy/status/1191655765792231424","Andy Switcher","https://twitter.com/SwitcherAndy","1572947849","but enough money for hair dye?",,,,,"2","Kenny Witter","https://twitter.com/kgtwitt06","1572952071","You heartless basket.","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/_starsthatburn/status/1191648527610470400","helen cooper, mayor of whoreville  ✨","https://twitter.com/_starsthatburn","1572946123","Thrilled to report that the 10-wash hair dye I used five months ago has nearly come out and now I only look like a swamp monster with regards to my face rather than my rancid green tips  pic.twitter.com/sdaZp5tfjt","https://pbs.twimg.com/media/EImWBNBXkAAhYvS.jpghttps://pbs.twimg.com/media/EImWBNEWkAAdsmr.jpghttps://pbs.twimg.com/media/EImWBNCX0AET3P5.jpghttps://pbs.twimg.com/media/EImWBNBWoAE6Sd8.jpg",,"21",,"1","courtney hope  🍂","https://twitter.com/courtneyhope_","1572956626","Swamp monster? I only see a stunning supermodel but okay, go off I guess.","1","0","1","helen cooper, mayor of whoreville  ✨","https://twitter.com/_starsthatburn","1572957619","Okay but tbf, you're a dope","1",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/_starsthatburn/status/1191648527610470400","helen cooper, mayor of whoreville  ✨","https://twitter.com/_starsthatburn","1572946123","Thrilled to report that the 10-wash hair dye I used five months ago has nearly come out and now I only look like a swamp monster with regards to my face rather than my rancid green tips  pic.twitter.com/sdaZp5tfjt","https://pbs.twimg.com/media/EImWBNBXkAAhYvS.jpghttps://pbs.twimg.com/media/EImWBNEWkAAdsmr.jpghttps://pbs.twimg.com/media/EImWBNCX0AET3P5.jpghttps://pbs.twimg.com/media/EImWBNBWoAE6Sd8.jpg",,"21",,"1","courtney hope  🍂","https://twitter.com/courtneyhope_","1572956626","Swamp monster? I only see a stunning supermodel but okay, go off I guess.","1","0","1","courtney hope  🍂","https://twitter.com/courtneyhope_","1572957656","Hey, youuuuu are the idiot who decided to date me. So remind me again who the dope is?","1",,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/_starsthatburn/status/1191648527610470400","helen cooper, mayor of whoreville  ✨","https://twitter.com/_starsthatburn","1572946123","Thrilled to report that the 10-wash hair dye I used five months ago has nearly come out and now I only look like a swamp monster with regards to my face rather than my rancid green tips  pic.twitter.com/sdaZp5tfjt","https://pbs.twimg.com/media/EImWBNBXkAAhYvS.jpghttps://pbs.twimg.com/media/EImWBNEWkAAdsmr.jpghttps://pbs.twimg.com/media/EImWBNCX0AET3P5.jpghttps://pbs.twimg.com/media/EImWBNBWoAE6Sd8.jpg",,"21",,"1","courtney hope  🍂","https://twitter.com/courtneyhope_","1572956626","Swamp monster? I only see a stunning supermodel but okay, go off I guess.","1","0","1","helen cooper, mayor of whoreville  ✨","https://twitter.com/_starsthatburn","1572957723","Still you!!","1",,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/_starsthatburn/status/1191648527610470400","helen cooper, mayor of whoreville  ✨","https://twitter.com/_starsthatburn","1572946123","Thrilled to report that the 10-wash hair dye I used five months ago has nearly come out and now I only look like a swamp monster with regards to my face rather than my rancid green tips  pic.twitter.com/sdaZp5tfjt","https://pbs.twimg.com/media/EImWBNBXkAAhYvS.jpghttps://pbs.twimg.com/media/EImWBNEWkAAdsmr.jpghttps://pbs.twimg.com/media/EImWBNCX0AET3P5.jpghttps://pbs.twimg.com/media/EImWBNBWoAE6Sd8.jpg",,"21",,"1","courtney hope  🍂","https://twitter.com/courtneyhope_","1572956626","Swamp monster? I only see a stunning supermodel but okay, go off I guess.","1","0","1","courtney hope  🍂","https://twitter.com/courtneyhope_","1572957897",,,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/donnanunez_/status/1191638322625409024","Danny 🍑","https://twitter.com/donnanunez_","1572943690","Ear piercing | Hair dye",,,"1",,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/heartlessfred/status/1191634943014772736","federica  🎃 🦇","https://twitter.com/heartlessfred","1572942884","I'M THE ONLY FRIEND THAT MAKES YOU CRY YOU'RE A HEART ATTACK IN BLACK HAIR DYE SO JUST SAVE YOURSELF AND I'LL HOLD THEM BACK TONIGHT",,,"4","1",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/twicetoaster/status/1191629259799846913","riko-chan beam","https://twitter.com/twicetoaster","1572941529","In 2016 we used to joke Momo was a natural blonde jokes on us she told us to fuck off and hasn’t touched hair dye since...",,,"8","1",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/zibbizz/status/1191617894041423872","ensi ||-//","https://twitter.com/zibbizz","1572938819","just put a random hair dye in my hair, and I guess i have purpleish something in this mess too pic.twitter.com/cmiFDmU5cI","https://pbs.twimg.com/media/EIl6JFfWwAAA3ZO.jpghttps://pbs.twimg.com/media/EIl6J39WsAAvn8C.jpg",,"2",,"1","ensi ||-//","https://twitter.com/zibbizz","1572938972","gonna dye it next month when i have money. still not sure about what color but i want like half and half, i'm also gonna get bangs again","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/aftg_bot/status/1191614599495397377","the foxhole bot","https://twitter.com/aftg_bot","1572938034","After nine years of contacts and hair dye, Neil finally had his natural coloring back.",,,"20","5",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/LivEchonews/status/1191611833301508096","Liverpool Echo","https://twitter.com/LivEchonews","1572937374","Angela Kelly doesn't know 'how she got away' with ithttps://www.liverpoolecho.co.uk/news/liverpool-news/queen-told-liverpool-employee-go-17198231 …",,,"2",,,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/simplyybreaa/status/1191610814597193728","(: ɐuuɐǝɹq","https://twitter.com/simplyybreaa","1572937131","im ready for the egirl army to come say “HaYLey diDnt InVEnt orAnGe haIR dYe” well according to science yes she did",,,"63","1",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","MomTransparenting","https://twitter.com/momtransparent1","1572469245","Been there. Currently have pink hair because of it","1","0","3","Mental Mama","https://twitter.com/weedswildflowrs","1572470169","Yesssss! I bought two boxes of silver, one bright blue and one bright red. My walgreens is closing in a few days so salessss",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","Dad That Writes  ☕","https://twitter.com/dadthatwrites","1572469058","I went there today for peanut butter and ginko biloba so same","1","0","1","Mental Mama","https://twitter.com/weedswildflowrs","1572469231","I like the way you think",,,"2"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","Arianna Bradford","https://twitter.com/TheNYAMProject","1572476788","What color hair dye?","1","0","0","Mental Mama","https://twitter.com/weedswildflowrs","1572479960","I got two boxes of silver/grey, a box of bright red and one of bright blue. I have long term plans",,,"2"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","What just happened?","https://twitter.com/anxiouscougar","1572471292","I, too, have stood in the hair dye aisle at Walgreen and contemplated the clearance dyes and 2/$7 bagged candy.","1","0","2","Mental Mama","https://twitter.com/weedswildflowrs","1572472826","It's like a crisis and a fix all at once. So satisfying","1",,"2"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","What just happened?","https://twitter.com/anxiouscougar","1572471292","I, too, have stood in the hair dye aisle at Walgreen and contemplated the clearance dyes and 2/$7 bagged candy.","1","0","2","What just happened?","https://twitter.com/anxiouscougar","1572477002","Truth.",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","NaLo Walls 🥃","https://twitter.com/NaLo_Walls","1572469597",".Did you bring enough chocolate for everyone?pic.twitter.com/sYBkHmq4Gk","1","0","1","Mental Mama","https://twitter.com/weedswildflowrs","1572530098","Nope pic.twitter.com/52R51Nnmdk","0",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","NaLo Walls 🥃","https://twitter.com/NaLo_Walls","1572469597",".Did you bring enough chocolate for everyone?pic.twitter.com/sYBkHmq4Gk","1","0","1","NaLo Walls 🥃","https://twitter.com/NaLo_Walls","1572558374","I almost sent that GIF, instead of the little girl, but she is just too cute.",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/weedswildflowrs/status/1189644858832687108","Mental Mama","https://twitter.com/weedswildflowrs","1572468411","Today I made a special trip to Walgreens just for chocolate and hair dye so yeah I know something about self care.",,,"138","26","6","Rachael Smith","https://twitter.com/Rachael60833302","1572475513",,"0","0","1","NaLo Walls 🥃","https://twitter.com/NaLo_Walls","1572558374","I almost sent that GIF, instead of the little girl, but she is just too cute.",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/fayookunmi/status/1190226072769617920","Mo’s Mo 🍂","https://twitter.com/fayookunmi","1572606983","Bald guys that use hair dye to customize hairline #RedFlag",,,"1.2K","234","60","felafront","https://twitter.com/Chiwayne8","1572608088","Boobless babes that use socks nd nylon as compensation","8","3","42","olayinka omoniyi","https://twitter.com/loneranger0308","1572608672","Oh shit....",,,"4"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/fayookunmi/status/1190226072769617920","Mo’s Mo 🍂","https://twitter.com/fayookunmi","1572606983","Bald guys that use hair dye to customize hairline #RedFlag",,,"1.2K","234","60","THEtective","https://twitter.com/_mubby_","1572617543","Madam mechionu Forehead gang member wey dy use gel customize edgesLoose your gele if you get mind","4","4","15","Chibesco","https://twitter.com/AchusiChinenye","1572619463","It's not that serious oga, calm down, nobody dey fight u",,,"6"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/fayookunmi/status/1190226072769617920","Mo’s Mo 🍂","https://twitter.com/fayookunmi","1572606983","Bald guys that use hair dye to customize hairline #RedFlag",,,"1.2K","234","60","Macavelli","https://twitter.com/macfort367","1572614036","This one loud ooo","1","0","1","teefeh","https://twitter.com/crispymee","1572614308","Aswr",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/fayookunmi/status/1190226072769617920","Mo’s Mo 🍂","https://twitter.com/fayookunmi","1572606983","Bald guys that use hair dye to customize hairline #RedFlag",,,"1.2K","234","60","MomMy's bOi","https://twitter.com/iBo_Mo4kA","1572611893","Leave our flag for us pls","0","0","2","teefeh","https://twitter.com/crispymee","1572614308","Aswr",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/fayookunmi/status/1190226072769617920","Mo’s Mo 🍂","https://twitter.com/fayookunmi","1572606983","Bald guys that use hair dye to customize hairline #RedFlag",,,"1.2K","234","60","Daniel","https://twitter.com/drainzdrip","1572611523","Wicked girl","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/fayookunmi/status/1190226072769617920","Mo’s Mo 🍂","https://twitter.com/fayookunmi","1572606983","Bald guys that use hair dye to customize hairline #RedFlag",,,"1.2K","234","60","Ivan","https://twitter.com/Pro_Tunez","1572619436","Says ladies that use eye pencil to draw non-existent brows.Red flag","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/fayookunmi/status/1190226072769617920","Mo’s Mo 🍂","https://twitter.com/fayookunmi","1572606983","Bald guys that use hair dye to customize hairline #RedFlag",,,"1.2K","234","60","Quin Tracy  ❤","https://twitter.com/Icetwitts2","1572620148","https://twitter.com/Icetwitts2/status/1190278191484690435?s=19 …","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/synesthspiria/status/1191041965011419137","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572801507","my hair dye looks like delicious barbecue sauce pic.twitter.com/5mwkqHBOuc",,"https://twitter.com/i/videos/1191041965011419137?embed_source=facebook","38","1","5","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572801769","but it smells like grape koolaid so my senses are getting v confused","1","0","4","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572802132","0 replies                            0 retweets                            2 likes                                    Reply                                                Retweet                                  Retweeted                                              Like              2                          Liked              2","0",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/synesthspiria/status/1191041965011419137","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572801507","my hair dye looks like delicious barbecue sauce pic.twitter.com/5mwkqHBOuc",,"https://twitter.com/i/videos/1191041965011419137?embed_source=facebook","38","1","5","Luthwyhn","https://twitter.com/luthwyhn","1572801569","The Forbidden Sauce","0","0","2","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572802132","0 replies                            0 retweets                            2 likes                                    Reply                                                Retweet                                  Retweeted                                              Like              2                          Liked              2","0",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/synesthspiria/status/1191041965011419137","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572801507","my hair dye looks like delicious barbecue sauce pic.twitter.com/5mwkqHBOuc",,"https://twitter.com/i/videos/1191041965011419137?embed_source=facebook","38","1","5","Jared Gonia","https://twitter.com/JaredGonia","1572801592","Or some kind of chocolate sauce. Mmm.","0","0","2",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/synesthspiria/status/1191041965011419137","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572801507","my hair dye looks like delicious barbecue sauce pic.twitter.com/5mwkqHBOuc",,"https://twitter.com/i/videos/1191041965011419137?embed_source=facebook","38","1","5","Shell  🦀","https://twitter.com/ShellShores","1572801691","Mmm I can smell the hickory","0","0","2",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/synesthspiria/status/1191041965011419137","𝔞𝔤𝔫𝔢𝔰 𝔞𝔟𝔢𝔯𝔫𝔞𝔱𝔥𝔶  🌙","https://twitter.com/synesthspiria","1572801507","my hair dye looks like delicious barbecue sauce pic.twitter.com/5mwkqHBOuc",,"https://twitter.com/i/videos/1191041965011419137?embed_source=facebook","38","1","5","かえりたい  🖤 🎮 🎸 ⚔️ 🛡️","https://twitter.com/PlayTastik","1572848903","This is fondue, prepare the fruit and rich cheddar platter.","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/aesturietic/status/1190700489761009664","mabel ☾ mcr is back!","https://twitter.com/aesturietic","1572720093","taylor york going off to find hayley to make music and then remembering she’s still doing that hair dye shit pic.twitter.com/7d3udSyUh2","https://twitter.com/29e5025a-7494-4a1c-ae38-380fa3aefa43","https://twitter.com/i/videos/1190700489761009664?embed_source=facebook","224","40",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415898","also a customer complimented my t-shirt and then noticed that i copied gerard’s skull makeup LMAO (or at least i tried)pic.twitter.com/3n9UYXKCq2","0","1","12",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11","This234  👻 🎃 💀 🧟‍♂️","https://twitter.com/This234c","1572477170","Keep the makeup on till November 2nd, day of the dead","0","1","2",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11","tabitha falcone","https://twitter.com/TabithaFalcone","1572457499","In costume all week?!? #dreamjob #ilovehalloween","0","0","2",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11","ANGEL","https://twitter.com/DiaryofanOutlaw","1572461340","Awesome!","0","0","2",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11","Louiszainer","https://twitter.com/louiszainer","1572475409","I have the same gloves! I love face paint tho","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11","Chrissie  💅🏽 👟 🌃","https://twitter.com/VampItUpMcr","1572541783","You look ace!  But yeah, I feel ya on the hair dye face woes lol","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11","Ms Bell","https://twitter.com/AskMeBell","1572646731","FYI-As a former cosmetologist, Color removes color; mix a little dye with shampoo ""suds cap"" and apply to stained skin/scalp","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/whatiekite/status/1189423538161106944"," 👻komaeda kinnie 👻","https://twitter.com/whatiekite","1572415644","we were asked to be in costume all week at work but really, i just wanted to hide where i stained my face with hair dye yesterday pic.twitter.com/QzoiYl9qaI","https://pbs.twimg.com/media/EIGuZB_U0AEXmoJ.jpghttps://pbs.twimg.com/media/EIGuZCAU4AEJ4C5.jpg",,"488","26","11","Uncle Kenny","https://twitter.com/KennyKruger1","1572526853","It worked","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/meaniehoon/status/1188809087858950144","珉圆 💎","https://twitter.com/meaniehoon","1572269148","when you have extra hair dye so you give them to your friends pic.twitter.com/kIuUPUcCLC","https://pbs.twimg.com/media/EH9_h4OWoAQA9_L.jpghttps://pbs.twimg.com/media/EH9_h4OW4AE-x72.jpghttps://pbs.twimg.com/media/EH9_h4WXkAEOGRH.jpghttps://pbs.twimg.com/media/EH9_h4WXYAIbAnd.jpg",,"59","29",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/clinksink/status/1189644005254021123","P","https://twitter.com/clinksink","1572468208","psychology majors be like damn I got hair dye due this Friday",,,"15","5",,,,,,,,,,,,,,,
