"Category","Keyword","Web_Page_URL","Tweet_Website","Author_Name","Author_Web_Page_URL","Tweet_Timestamp","Tweet_Content","Tweet_Image_URL","Tweet_Video_URL","Tweet_Number_of_Likes","Tweet_Number_of_Retweets","Tweet_Number_of_Reviews","Commenter_Name","Commenter_Web_Page_URL","Comment_Timestamp","Comment","Comment_Number_of_Replies","Comment_Number_of_Retweets","Comment_Number_of_Likes","User_Name","User_Web_Page_URL","User_Timestamp","User_Content","User_Number_of_Replies","User_Number_of_Retweets","User_Number_of_Likes"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/hannah_hering/status/1187215568761475072","Hannah Hering","https://twitter.com/hannah_hering","1571889223","So I’ve done both and things are slightly looking up, not bc of the hair dye though, terrible idea https://twitter.com/hannah_hering/status/1169670687528759299 …",,,"26",,"2",,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/nepcurator/status/1187169122016206848","jean.","https://twitter.com/nepcurator","1571878149","Tweet, when you come back with some sense, and not boxed hair dye.",,,"19","2","1",,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TreatYoBrain/status/1186973186027642881","Mo 💁🏻‍♀️","https://twitter.com/TreatYoBrain","1571831435","I know you all practically said ""no"", but I've already bought the hair dye and i'm gonna go back to black just in case. First impressions are most important and I don't want to turn someone off at the interview https://twitter.com/TreatYoBrain/status/1186885790137237505 …",,,"29",,"4","Tinka 🍂| LittleTinkablee","https://twitter.com/Tinkableeblog","1571832353","Why not go brown? A lighter colour that's easier to remove should you wish you re-dye your hair again in the future?","0","0","3",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TreatYoBrain/status/1186973186027642881","Mo 💁🏻‍♀️","https://twitter.com/TreatYoBrain","1571831435","I know you all practically said ""no"", but I've already bought the hair dye and i'm gonna go back to black just in case. First impressions are most important and I don't want to turn someone off at the interview https://twitter.com/TreatYoBrain/status/1186885790137237505 …",,,"29",,"4","100% that progressive bitch","https://twitter.com/yoopermegs0526","1571832425","As long as it's what YOU want to do.","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TreatYoBrain/status/1186973186027642881","Mo 💁🏻‍♀️","https://twitter.com/TreatYoBrain","1571831435","I know you all practically said ""no"", but I've already bought the hair dye and i'm gonna go back to black just in case. First impressions are most important and I don't want to turn someone off at the interview https://twitter.com/TreatYoBrain/status/1186885790137237505 …",,,"29",,"4","Fibro Fudge","https://twitter.com/fibrofudge","1571832559","I mean black hair is nice too","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TreatYoBrain/status/1186973186027642881","Mo 💁🏻‍♀️","https://twitter.com/TreatYoBrain","1571831435","I know you all practically said ""no"", but I've already bought the hair dye and i'm gonna go back to black just in case. First impressions are most important and I don't want to turn someone off at the interview https://twitter.com/TreatYoBrain/status/1186885790137237505 …",,,"29",,"4","C  🥰","https://twitter.com/caalch8","1571833292","Do what you feel is best","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TallDaveSE11/status/1186960837241651200","FireSalamander","https://twitter.com/TallDaveSE11","1571828490","This is exactly the problem we have with you lot:the lying, the fantasies, the bvllshlt, the sheer effrontery, the attempt to take control of and the re-writing of gay/lesbian history.Just go back to your silly blue hair dye, & your furry animal masturbation fantasies",,,"118","17","2",,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/MattoshiN/status/1186938264214818816","𝙼𝚊𝚝𝚝 ₿","https://twitter.com/MattoshiN","1571823109","Bitcoin comes at you fast. 18 months ago I told all my IRL acquaintances that we'd be at 33k by July, now I'm investing in cheap hair dye and flights to Panama. https://twitter.com/Coinsurenz/status/1186857890906116096 …",,,"20","1","1","ℭoinsure(F9 BE B4 D9)","https://twitter.com/Coinsurenz","1571823227","As soon as I pressed send I knew this was coming from you","0","0","2",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/Mickie_Maraj/status/1186886418628534273","ɮǟɖ ȶօ ʏօʊ.  ‼️ օʊȶ ռօw","https://twitter.com/Mickie_Maraj","1571810748","#FixWWE2k20 more problems.... my piercing is floating above my character my hair dye is gone the color on my make up isn’t changed it’s the default color and when I’m in the match my tights make my superstars leg disappear... I paid $97 for this answer us. pic.twitter.com/WQsK4KxfEl",,"https://twitter.com/i/videos/1186886418628534273?embed_source=facebook","26","8","2","BΔKeida  👑 🐝 🦄","https://twitter.com/Keida_","1571851989","You make me want to buy a system so bad! Omg.","1","0","0","BΔKeida  👑 🐝 🦄","https://twitter.com/Keida_","1571852007","Minus the glitching","1",,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/Mickie_Maraj/status/1186886418628534273","ɮǟɖ ȶօ ʏօʊ.  ‼️ օʊȶ ռօw","https://twitter.com/Mickie_Maraj","1571810748","#FixWWE2k20 more problems.... my piercing is floating above my character my hair dye is gone the color on my make up isn’t changed it’s the default color and when I’m in the match my tights make my superstars leg disappear... I paid $97 for this answer us. pic.twitter.com/WQsK4KxfEl",,"https://twitter.com/i/videos/1186886418628534273?embed_source=facebook","26","8","2","BΔKeida  👑 🐝 🦄","https://twitter.com/Keida_","1571851989","You make me want to buy a system so bad! Omg.","1","0","0","ɮǟɖ ȶօ ʏօʊ.  ‼️ օʊȶ ռօw","https://twitter.com/Mickie_Maraj","1571855045","The story is actually good!","1",,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/Mickie_Maraj/status/1186886418628534273","ɮǟɖ ȶօ ʏօʊ.  ‼️ օʊȶ ռօw","https://twitter.com/Mickie_Maraj","1571810748","#FixWWE2k20 more problems.... my piercing is floating above my character my hair dye is gone the color on my make up isn’t changed it’s the default color and when I’m in the match my tights make my superstars leg disappear... I paid $97 for this answer us. pic.twitter.com/WQsK4KxfEl",,"https://twitter.com/i/videos/1186886418628534273?embed_source=facebook","26","8","2","BΔKeida  👑 🐝 🦄","https://twitter.com/Keida_","1571851989","You make me want to buy a system so bad! Omg.","1","0","0","BΔKeida  👑 🐝 🦄","https://twitter.com/Keida_","1571863373","It looks really good and I’m so happy they’re letting the women have stories now!",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/Mickie_Maraj/status/1186886418628534273","ɮǟɖ ȶօ ʏօʊ.  ‼️ օʊȶ ռօw","https://twitter.com/Mickie_Maraj","1571810748","#FixWWE2k20 more problems.... my piercing is floating above my character my hair dye is gone the color on my make up isn’t changed it’s the default color and when I’m in the match my tights make my superstars leg disappear... I paid $97 for this answer us. pic.twitter.com/WQsK4KxfEl",,"https://twitter.com/i/videos/1186886418628534273?embed_source=facebook","26","8","2","BΔKeida  👑 🐝 🦄","https://twitter.com/Keida_","1571863744","@Bball_IsMy_Drug girl I’m about to get this game ASAP!","0","0","0","BΔKeida  👑 🐝 🦄","https://twitter.com/Keida_","1571863373","It looks really good and I’m so happy they’re letting the women have stories now!",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/seungyounation/status/1186881833889423360","dohyon’s bday bash weekend","https://twitter.com/seungyounation","1571809655","that coloring is so messy and tragic he either bought a box of hair dye and did it himself or they’re not finished coloring his head yet https://twitter.com/seungyounation/status/1186881569593724928 …",,,"26","8","2","dohyon’s bday bash weekend","https://twitter.com/seungyounation","1571809696","either way its a comeback! I can feel it hehe","0","1","10",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/seungyounation/status/1186881833889423360","dohyon’s bday bash weekend","https://twitter.com/seungyounation","1571809655","that coloring is so messy and tragic he either bought a box of hair dye and did it himself or they’re not finished coloring his head yet https://twitter.com/seungyounation/status/1186881569593724928 …",,,"26","8","2","seungyoun let's fly high","https://twitter.com/woodzchoseungx1","1571812602","they didn't finish coloring his hair. since he had hair problems, they are doing it in different days or phases so his hair can receive the treatment necessary to not get messed up. its my 7th sense that says me that. let's hope i'm not wrong","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/Skyline_Horizon/status/1186855161584422913","𝓇𝒶𝓆𝓊𝑒𝓁 ˖☽°.*","https://twitter.com/Skyline_Horizon","1571803295","Especially hair dye!",,,"60","1","2",,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788552","only *","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789027","you seem nice, but i don’t really know you too well we just have some mutuals in common. dm me <3","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789083","you’re rlly funny and i miss being in a gc with you, ( the gc isn’t showing up in my messages,, i have way too many) but i love your layout and your music taste is","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789136","the best at making edits, and you’re really nice and fun in the gc, but we don’t talk that much. ur vv pretty and im glad we’re moots","0","0","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789220","i love ur name, it reminds me of pjo and i love it sm  ur layout is cute and i hope we can’t interact more? don’t rlly see you on the tl","1","0","0","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789237","0 replies                            0 retweets                            0 likes                                    Reply                                                Retweet                                  Retweeted                                              Like                                        Liked","0",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789275","please ilysm ur haircut is the cutest, and maybe i wanna get to know you better  didn’t hear it from me though mwah","0","0","0","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789237","0 replies                            0 retweets                            0 likes                                    Reply                                                Retweet                                  Retweeted                                              Like                                        Liked","0",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789338","your ratio intimidates me ngl, but you are rlly nice and seem like a fun person? ur layout is 10/10","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789472","you are always fun to talk to in the gc and i wanna dm you more  you also have a cute haircut pls ily","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/solartozier/status/1186793169708634114","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571788515","like for an indirect, mutuals on please. im just bored and my hair dye has to sit for 30 mins",,,"47",,"15","jay 25, richie : its the loml day everyday","https://twitter.com/solartozier","1571789548","your layout . um idk you too well, but you’re fun to see on the tl & mayb were in a gc? i can’t rly remember but dm me, so we can talk more <3","0","0","0",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","Spider-Man 🕸 🕷","https://twitter.com/StreetvsXmen","1571764573","give us stage metrô city mvci for SF Vpic.twitter.com/dmumgHMUgR","1","4","12","DashxRendar","https://twitter.com/israelxsoriano","1571765530","that is New Metro City. a hybrid of new york city and metro city. metro city is in sf5 twice. Metro City Bay Area and Ring Of Justice.","1",,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","Spider-Man 🕸 🕷","https://twitter.com/StreetvsXmen","1571764573","give us stage metrô city mvci for SF Vpic.twitter.com/dmumgHMUgR","1","4","12","Spider-Man 🕸 🕷","https://twitter.com/StreetvsXmen","1571766454","remove tower Avergers and Marvel posters would look perfect for SF V",,,"2"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","野蛮人WOLFGANG","https://twitter.com/wolfgangfinito","1571763737","patiently waiting on the Blanka costume...","2","0","1","Arlieth@CapcomCupNA-Vegas","https://twitter.com/Arlieth","1571763939","I'm just waiting on Darkstalkers costumes >_< gimme Jedah-Vega","1","1","6"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","野蛮人WOLFGANG","https://twitter.com/wolfgangfinito","1571763737","patiently waiting on the Blanka costume...","2","0","1","DemonDan14","https://twitter.com/DemonDan14","1571764493","Just sayin pic.twitter.com/RcDXdleL69","0",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","野蛮人WOLFGANG","https://twitter.com/wolfgangfinito","1571763737","patiently waiting on the Blanka costume...","2","0","1","Líbano","https://twitter.com/JonLibano","1571767405","would be cooler the character as a guest",,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","Kinoko_Sēji天","https://twitter.com/Kinoko_Seji","1571763732","Give us more fight money","0","1","2","Líbano","https://twitter.com/JonLibano","1571767405","would be cooler the character as a guest",,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","Cholandrotipe","https://twitter.com/cholandrotipe","1571769031","DalkstarkerAnakaris DhalsimHsien-Ko F.A.N.GPyron necalli in vt.Viktor Nash (too redundant?)Baby Bonnie LuciaSigma BisonMegamanBamboo Pandamonium AbigailBreath of FireRyu RyuNina Falke","0","1","1",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","SHADOW STU","https://twitter.com/StuSenpai","1571764029","Hey @homo_demon","1","0","1","Homo Demon but Spooky","https://twitter.com/homo_demon","1571772343","Oh yeah trust me I've been rocking this costume since the day it came out, shit is soooo good",,,"2"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/StreetFighter/status/1186689122548748288","Street Fighter","https://twitter.com/StreetFighter","1571763709","A zombie costume may seem like a basic Halloween choice, but when you consider the attention to detail that Poison has put into her undead duds – distressed leather jacket, darker shade of pink hair dye, etc. – you have to respect the craft.Rise up in this #SFVAE costume now!pic.twitter.com/DHn8Vm62U0","https://pbs.twimg.com/media/EHf3d1fX0AEeuBQ.jpg",,"344","71","16","Alexandro69","https://twitter.com/Alexandro694","1571764777","capcom please forget this game. and make a marvel vs capcom 4, but make a fancy game with plenty of fan service and quality. compared to SF5 give FMS to casual players too. they are practically forcing us to buy dlcs with real money.","1","0","5","Spider-Man 🕸 🕷","https://twitter.com/StreetvsXmen","1571765494","agree X-men vs Capcom 4",,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/vt_textures/status/1186682083399200769","Textures","https://twitter.com/vt_textures","1571762030","Come out on October 29th to learn about how to safely dye your natural hair! There will also be an opportunity to experiment with temporary hair dye wax! pic.twitter.com/dvoFX2PAOZ","https://pbs.twimg.com/media/EHfxECeX0AAqIyf.jpg",,"8","6",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/aftg_bot/status/1186556255487385600","the foxhole bot","https://twitter.com/aftg_bot","1571732031","After nine years of contacts and hair dye, Neil finally had his natural coloring back.",,,"37","4",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TokahUzumaki/status/1186525670924587008","★”𝕿𝖍𝖊 𝕱𝖎𝖓𝖆𝖑 𝕭𝖔𝖘𝖘” 𝕬𝖗𝖆𝖘𝖍𝖎 𝕽𝖊𝖎★","https://twitter.com/TokahUzumaki","1571724739","Nevermind this post.... when I saved my hair dye went away, and went back to its original hair color. Smh. It won’t copy over also to the entrance attire either.  #FixWWE2K20https://twitter.com/TokahUzumaki/status/1186513475922731008 …",,,"119","16","4","Magical Reine","https://twitter.com/Xmagicalgoddess","1571725069","pic.twitter.com/287gkJkpkt","0","0","3",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TokahUzumaki/status/1186525670924587008","★”𝕿𝖍𝖊 𝕱𝖎𝖓𝖆𝖑 𝕭𝖔𝖘𝖘” 𝕬𝖗𝖆𝖘𝖍𝖎 𝕽𝖊𝖎★","https://twitter.com/TokahUzumaki","1571724739","Nevermind this post.... when I saved my hair dye went away, and went back to its original hair color. Smh. It won’t copy over also to the entrance attire either.  #FixWWE2K20https://twitter.com/TokahUzumaki/status/1186513475922731008 …",,,"119","16","4","ɢօʟɖɛռ ƈʊʀֆɛ™","https://twitter.com/VegaKombat","1571734965","Dye doesn't work properly on a bunch of hairs too","0","0","4",,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TokahUzumaki/status/1186525670924587008","★”𝕿𝖍𝖊 𝕱𝖎𝖓𝖆𝖑 𝕭𝖔𝖘𝖘” 𝕬𝖗𝖆𝖘𝖍𝖎 𝕽𝖊𝖎★","https://twitter.com/TokahUzumaki","1571724739","Nevermind this post.... when I saved my hair dye went away, and went back to its original hair color. Smh. It won’t copy over also to the entrance attire either.  #FixWWE2K20https://twitter.com/TokahUzumaki/status/1186513475922731008 …",,,"119","16","4","Thee Grandiose","https://twitter.com/Jim3lD","1571729010","@DatboyKilljoy","1","0","1","Joshua Williamson","https://twitter.com/DatboyKilljoy","1571757948","Fuuuuuuck. Hair dye used to be real problematic back in 17 and 18. Would never save properly, would reset when you tried to edit. 19 was the best year for hair dye and I hope 2K20 fixes these issues. I have great ideas for hairdye for my CAWs.",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TokahUzumaki/status/1186525670924587008","★”𝕿𝖍𝖊 𝕱𝖎𝖓𝖆𝖑 𝕭𝖔𝖘𝖘” 𝕬𝖗𝖆𝖘𝖍𝖎 𝕽𝖊𝖎★","https://twitter.com/TokahUzumaki","1571724739","Nevermind this post.... when I saved my hair dye went away, and went back to its original hair color. Smh. It won’t copy over also to the entrance attire either.  #FixWWE2K20https://twitter.com/TokahUzumaki/status/1186513475922731008 …",,,"119","16","4"," 🗝","https://twitter.com/QUEEN_SLAYLA","1571724945","That noodles ass hair","1","0","0","★”𝕿𝖍𝖊 𝕱𝖎𝖓𝖆𝖑 𝕭𝖔𝖘𝖘” 𝕬𝖗𝖆𝖘𝖍𝖎 𝕽𝖊𝖎★","https://twitter.com/TokahUzumaki","1571724968","Stfu","1",,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/TokahUzumaki/status/1186525670924587008","★”𝕿𝖍𝖊 𝕱𝖎𝖓𝖆𝖑 𝕭𝖔𝖘𝖘” 𝕬𝖗𝖆𝖘𝖍𝖎 𝕽𝖊𝖎★","https://twitter.com/TokahUzumaki","1571724739","Nevermind this post.... when I saved my hair dye went away, and went back to its original hair color. Smh. It won’t copy over also to the entrance attire either.  #FixWWE2K20https://twitter.com/TokahUzumaki/status/1186513475922731008 …",,,"119","16","4"," 🗝","https://twitter.com/QUEEN_SLAYLA","1571724945","That noodles ass hair","1","0","0"," 🗝","https://twitter.com/QUEEN_SLAYLA","1571726123","Sorry I’ll take you to salon tomorrow",,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/howstenbells/status/1186448049171783681","♢ Flower ♢ bee burglar","https://twitter.com/howstenbells","1571706232","HELP! Does anyone know what hair dye is closest to Crowley's hair color??? It looks so different depending on the lighting And I'm gonna dye it tomorrow!  pic.twitter.com/LEqEIPiWOU","https://pbs.twimg.com/media/EHccLzTX0AA10uK.jpghttps://pbs.twimg.com/media/EHccL_NX0AE-YoI.jpghttps://pbs.twimg.com/media/EHccMuDXYAALjyM.jpghttps://pbs.twimg.com/media/EHccNQIX0AAcQPD.jpg",,"28","1","2","Silvi arce - protect/fight bill masters","https://twitter.com/Sandobaito","1571708019","Auburn, maybe? https://www.google.com/search?q=auburn+hair+dye&safe=off&rlz=1C1CHBF_esAR848AR848&sxsrf=ACYBGNTOGEgckKYmekw-CzsqcQ52bRXzYA:1571707902203&source=lnms&tbm=isch&sa=X&ved=0ahUKEwi5982Z3K7lAhUpIrkGHee6AYwQ_AUIEigB&biw=1777&bih=876 …","1","0","3","♢ Flower ♢ bee burglar","https://twitter.com/howstenbells","1571712379","OH YEAH IT LOOKS LIKE IT!! THANKSSSSS",,,"1"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/howstenbells/status/1186448049171783681","♢ Flower ♢ bee burglar","https://twitter.com/howstenbells","1571706232","HELP! Does anyone know what hair dye is closest to Crowley's hair color??? It looks so different depending on the lighting And I'm gonna dye it tomorrow!  pic.twitter.com/LEqEIPiWOU","https://pbs.twimg.com/media/EHccLzTX0AA10uK.jpghttps://pbs.twimg.com/media/EHccL_NX0AE-YoI.jpghttps://pbs.twimg.com/media/EHccMuDXYAALjyM.jpghttps://pbs.twimg.com/media/EHccNQIX0AAcQPD.jpg",,"28","1","2","Monica Suchy","https://twitter.com/SuchyMonica","1571730997","Please get it dyed at a Hair Salon, show them the picture of the color u want and they will look at ur hair to make sure they pull enough red into the full color and u will b happier","1","0","2","♢ Flower ♢ bee burglar","https://twitter.com/howstenbells","1571732558","Yeeees, absolutely! I scheduled an appointment for tomorrow!! After a lot of disappointments, I've finally found a hairdresser that actually gets it and delivers when you ask for something specific so I'm not taking any chances lol",,,"2"
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/NorthForBritain/status/1186425311593975808"," 🏁 🇬🇧 🧕 🕌 Little Ms Britain","https://twitter.com/NorthForBritain","1571700811","Yeah, hair dye makes you female? Really? pic.twitter.com/R3SsaPKs9M","https://pbs.twimg.com/media/EHcHh6wW4AI1I6j.jpghttps://pbs.twimg.com/media/EHcHh6-W4AMQn5_.jpg",,"23","2",,,,,,,,,,,,,,,
"Top","hair dye","https://twitter.com/search?q=hair%20dye&src=typd","https://twitter.com/limecrime/status/1186401940969639937","Lime Crime","https://twitter.com/limecrime","1571695239","@serinabinah wearing:  Valentine Unicorn Hair Dye  Fire Bird Velvetines Lip Liner Brownie Bushy Brow Precision Pen pic.twitter.com/mckSNCNnlv","https://pbs.twimg.com/media/EHbyRrAU8AAIav_.jpg",,"44","2","1","Abi White","https://twitter.com/AbiMaeArtistry","1571695551","Stunning.","0","0","0",,,,,,,
